brand,os,ram,harddisksize,harddisktype,output
apple,Mac OS,12,1TB,solid state device,Apple-AW644
apple,Mac OS,16,128,HDD,Apple-AW645
apple,Mac OS,16,128,SSD,Apple-AW646
apple,Mac OS,16,128,Hardisk,Apple-AW647
apple,Mac OS,16,128,solid state device,Apple-AW648
apple,Mac OS,16,256,HDD,Apple-AW649
apple,Mac OS,16,256,SSD,Apple-AW650
apple,Mac OS,16,256,Hardisk,Apple-AW651
apple,Mac OS,16,256,solid state device,Apple-AW652
apple,Mac OS,16,500,HDD,Apple-AW653
apple,Mac OS,16,500,SSD,Apple-AW654
apple,Mac OS,16,500,Hardisk,Apple-AW655
apple,Mac OS,16,500,solid state device,Apple-AW656
apple,Mac OS,16,512,HDD,Apple-AW657
apple,Mac OS,16,512,SSD,Apple-AW658
apple,Mac OS,16,512,Hardisk,Apple-AW659
apple,Mac OS,16,512,solid state device,Apple-AW660
apple,Mac OS,16,750,HDD,Apple-AW661
apple,Mac OS,16,750,SSD,Apple-AW662
apple,Mac OS,16,750,Hardisk,Apple-AW663
apple,Mac OS,16,750,solid state device,Apple-AW664
apple,Mac OS,16,1024,HDD,Apple-AW665
apple,Mac OS,16,1024,SSD,Apple-AW666
apple,Mac OS,16,1024,Hardisk,Apple-AW667
apple,Mac OS,16,1024,solid state device,Apple-AW668
apple,Mac OS,16,1TB,HDD,Apple-AW669
apple,Mac OS,16,1TB,SSD,Apple-AW670
apple,Mac OS,16,1TB,Hardisk,Apple-AW671
apple,Mac OS,16,1TB,solid state device,Apple-AW672
apple,ubuntu,2,128,HDD,Apple-AW673
apple,ubuntu,2,128,SSD,Apple-AW674
apple,ubuntu,2,128,Hardisk,Apple-AW675
apple,ubuntu,2,128,solid state device,Apple-AW676
apple,ubuntu,2,256,HDD,Apple-AW677
apple,ubuntu,2,256,SSD,Apple-AW678
apple,ubuntu,2,256,Hardisk,Apple-AW679
apple,ubuntu,2,256,solid state device,Apple-AW680
apple,ubuntu,2,500,HDD,Apple-AW681
apple,ubuntu,2,500,SSD,Apple-AW682
apple,ubuntu,2,500,Hardisk,Apple-AW683
apple,ubuntu,2,500,solid state device,Apple-AW684
apple,ubuntu,2,512,HDD,Apple-AW685
apple,ubuntu,2,512,SSD,Apple-AW686
apple,ubuntu,2,512,Hardisk,Apple-AW687
apple,ubuntu,2,512,solid state device,Apple-AW688
apple,ubuntu,2,750,HDD,Apple-AW689
apple,ubuntu,2,750,SSD,Apple-AW690
apple,ubuntu,2,750,Hardisk,Apple-AW691
apple,ubuntu,2,750,solid state device,Apple-AW692
apple,ubuntu,2,1024,HDD,Apple-AW693
apple,ubuntu,2,1024,SSD,Apple-AW694
apple,ubuntu,2,1024,Hardisk,Apple-AW695
apple,ubuntu,2,1024,solid state device,Apple-AW696
apple,ubuntu,2,1TB,HDD,Apple-AW697
apple,ubuntu,2,1TB,SSD,Apple-AW698
apple,ubuntu,2,1TB,Hardisk,Apple-AW699
apple,ubuntu,2,1TB,solid state device,Apple-AW700
apple,ubuntu,4,128,HDD,Apple-AW701
apple,ubuntu,4,128,SSD,Apple-AW702
apple,ubuntu,4,128,Hardisk,Apple-AW703
apple,ubuntu,4,128,solid state device,Apple-AW704
apple,ubuntu,4,256,HDD,Apple-AW705
apple,ubuntu,4,256,SSD,Apple-AW706
apple,ubuntu,4,256,Hardisk,Apple-AW707
apple,ubuntu,4,256,solid state device,Apple-AW708
apple,ubuntu,4,500,HDD,Apple-AW709
apple,ubuntu,4,500,SSD,Apple-AW710
apple,ubuntu,4,500,Hardisk,Apple-AW711
apple,ubuntu,4,500,solid state device,Apple-AW712
apple,ubuntu,4,512,HDD,Apple-AW713
apple,ubuntu,4,512,SSD,Apple-AW714
apple,ubuntu,4,512,Hardisk,Apple-AW715
apple,ubuntu,4,512,solid state device,Apple-AW716
apple,ubuntu,4,750,HDD,Apple-AW717
apple,ubuntu,4,750,SSD,Apple-AW718
apple,ubuntu,4,750,Hardisk,Apple-AW719
apple,ubuntu,4,750,solid state device,Apple-AW720
apple,ubuntu,4,1024,HDD,Apple-AW721
apple,ubuntu,4,1024,SSD,Apple-AW722
apple,ubuntu,4,1024,Hardisk,Apple-AW723
apple,ubuntu,4,1024,solid state device,Apple-AW724
apple,ubuntu,4,1TB,HDD,Apple-AW725
apple,ubuntu,4,1TB,SSD,Apple-AW726
apple,ubuntu,4,1TB,Hardisk,Apple-AW727
apple,ubuntu,4,1TB,solid state device,Apple-AW728
apple,ubuntu,6,128,HDD,Apple-AW729
apple,ubuntu,6,128,SSD,Apple-AW730
apple,ubuntu,6,128,Hardisk,Apple-AW731
apple,ubuntu,6,128,solid state device,Apple-AW732
apple,ubuntu,6,256,HDD,Apple-AW733
apple,ubuntu,6,256,SSD,Apple-AW734
apple,ubuntu,6,256,Hardisk,Apple-AW735
apple,ubuntu,6,256,solid state device,Apple-AW736
apple,ubuntu,6,500,HDD,Apple-AW737
apple,ubuntu,6,500,SSD,Apple-AW738
apple,ubuntu,6,500,Hardisk,Apple-AW739
apple,ubuntu,6,500,solid state device,Apple-AW740
apple,ubuntu,6,512,HDD,Apple-AW741
apple,ubuntu,6,512,SSD,Apple-AW742
apple,ubuntu,6,512,Hardisk,Apple-AW743
apple,ubuntu,6,512,solid state device,Apple-AW744
apple,ubuntu,6,750,HDD,Apple-AW745
apple,ubuntu,6,750,SSD,Apple-AW746
apple,ubuntu,6,750,Hardisk,Apple-AW747
apple,ubuntu,6,750,solid state device,Apple-AW748
apple,ubuntu,6,1024,HDD,Apple-AW749
apple,ubuntu,6,1024,SSD,Apple-AW750
apple,ubuntu,6,1024,Hardisk,Apple-AW751
apple,ubuntu,6,1024,solid state device,Apple-AW752
apple,ubuntu,6,1TB,HDD,Apple-AW753
apple,ubuntu,6,1TB,SSD,Apple-AW754
apple,ubuntu,6,1TB,Hardisk,Apple-AW755
apple,ubuntu,6,1TB,solid state device,Apple-AW756
apple,ubuntu,8,128,HDD,Apple-AW757
apple,ubuntu,8,128,SSD,Apple-AW758
apple,ubuntu,8,128,Hardisk,Apple-AW759
apple,ubuntu,8,128,solid state device,Apple-AW760
apple,ubuntu,8,256,HDD,Apple-AW761
apple,ubuntu,8,256,SSD,Apple-AW762
apple,ubuntu,8,256,Hardisk,Apple-AW763
apple,ubuntu,8,256,solid state device,Apple-AW764
apple,ubuntu,8,500,HDD,Apple-AW765
apple,ubuntu,8,500,SSD,Apple-AW766
apple,ubuntu,8,500,Hardisk,Apple-AW767
apple,ubuntu,8,500,solid state device,Apple-AW768
apple,ubuntu,8,512,HDD,Apple-AW769
apple,ubuntu,8,512,SSD,Apple-AW770
apple,ubuntu,8,512,Hardisk,Apple-AW771
apple,ubuntu,8,512,solid state device,Apple-AW772
apple,ubuntu,8,750,HDD,Apple-AW773
apple,ubuntu,8,750,SSD,Apple-AW774
apple,ubuntu,8,750,Hardisk,Apple-AW775
apple,ubuntu,8,750,solid state device,Apple-AW776
apple,ubuntu,8,1024,HDD,Apple-AW777
apple,ubuntu,8,1024,SSD,Apple-AW778
apple,ubuntu,8,1024,Hardisk,Apple-AW779
apple,ubuntu,8,1024,solid state device,Apple-AW780
apple,ubuntu,8,1TB,HDD,Apple-AW781
apple,ubuntu,8,1TB,SSD,Apple-AW782
apple,ubuntu,8,1TB,Hardisk,Apple-AW783
apple,ubuntu,8,1TB,solid state device,Apple-AW784
apple,ubuntu,12,128,HDD,Apple-AW785
apple,ubuntu,12,128,SSD,Apple-AW786
apple,ubuntu,12,128,Hardisk,Apple-AW787
apple,ubuntu,12,128,solid state device,Apple-AW788
apple,ubuntu,12,256,HDD,Apple-AW789
apple,ubuntu,12,256,SSD,Apple-AW790
apple,ubuntu,12,256,Hardisk,Apple-AW791
apple,ubuntu,12,256,solid state device,Apple-AW792
apple,ubuntu,12,500,HDD,Apple-AW793
apple,ubuntu,12,500,SSD,Apple-AW794
apple,ubuntu,12,500,Hardisk,Apple-AW795
apple,ubuntu,12,500,solid state device,Apple-AW796
apple,ubuntu,12,512,HDD,Apple-AW797
apple,ubuntu,12,512,SSD,Apple-AW798
apple,ubuntu,12,512,Hardisk,Apple-AW799
apple,ubuntu,12,512,solid state device,Apple-AW800
apple,ubuntu,12,750,HDD,Apple-AW801
apple,ubuntu,12,750,SSD,Apple-AW802
apple,ubuntu,12,750,Hardisk,Apple-AW803
apple,ubuntu,12,750,solid state device,Apple-AW804
apple,ubuntu,12,1024,HDD,Apple-AW805
apple,ubuntu,12,1024,SSD,Apple-AW806
apple,ubuntu,12,1024,Hardisk,Apple-AW807
apple,ubuntu,12,1024,solid state device,Apple-AW808
apple,ubuntu,12,1TB,HDD,Apple-AW809
apple,ubuntu,12,1TB,SSD,Apple-AW810
apple,ubuntu,12,1TB,Hardisk,Apple-AW811
apple,ubuntu,12,1TB,solid state device,Apple-AW812
apple,ubuntu,16,128,HDD,Apple-AW813
apple,ubuntu,16,128,SSD,Apple-AW814
apple,ubuntu,16,128,Hardisk,Apple-AW815
apple,ubuntu,16,128,solid state device,Apple-AW816
apple,ubuntu,16,256,HDD,Apple-AW817
apple,ubuntu,16,256,SSD,Apple-AW818
apple,ubuntu,16,256,Hardisk,Apple-AW819
apple,ubuntu,16,256,solid state device,Apple-AW820
apple,ubuntu,16,500,HDD,Apple-AW821
apple,ubuntu,16,500,SSD,Apple-AW822
apple,ubuntu,16,500,Hardisk,Apple-AW823
apple,ubuntu,16,500,solid state device,Apple-AW824
apple,ubuntu,16,512,HDD,Apple-AW825
apple,ubuntu,16,512,SSD,Apple-AW826
apple,ubuntu,16,512,Hardisk,Apple-AW827
apple,ubuntu,16,512,solid state device,Apple-AW828
apple,ubuntu,16,750,HDD,Apple-AW829
apple,ubuntu,16,750,SSD,Apple-AW830
apple,ubuntu,16,750,Hardisk,Apple-AW831
apple,ubuntu,16,750,solid state device,Apple-AW832
apple,ubuntu,16,1024,HDD,Apple-AW833
apple,ubuntu,16,1024,SSD,Apple-AW834
apple,ubuntu,16,1024,Hardisk,Apple-AW835
apple,ubuntu,16,1024,solid state device,Apple-AW836
apple,ubuntu,16,1TB,HDD,Apple-AW837
apple,ubuntu,16,1TB,SSD,Apple-AW838
apple,ubuntu,16,1TB,Hardisk,Apple-AW839
apple,ubuntu,16,1TB,solid state device,Apple-AW840
apple,Fedora,2,128,HDD,Apple-AW841
apple,Fedora,2,128,SSD,Apple-AW842
apple,Fedora,2,128,Hardisk,Apple-AW843
apple,Fedora,2,128,solid state device,Apple-AW844
apple,Fedora,2,256,HDD,Apple-AW845
apple,Fedora,2,256,SSD,Apple-AW846
apple,Fedora,2,256,Hardisk,Apple-AW847
apple,Fedora,2,256,solid state device,Apple-AW848
apple,Fedora,2,500,HDD,Apple-AW849
apple,Fedora,2,500,SSD,Apple-AW850
apple,Fedora,2,500,Hardisk,Apple-AW851
apple,Fedora,2,500,solid state device,Apple-AW852
apple,Fedora,2,512,HDD,Apple-AW853
apple,Fedora,2,512,SSD,Apple-AW854
apple,Fedora,2,512,Hardisk,Apple-AW855
apple,Fedora,2,512,solid state device,Apple-AW856
apple,Fedora,2,750,HDD,Apple-AW857
apple,Fedora,2,750,SSD,Apple-AW858
apple,Fedora,2,750,Hardisk,Apple-AW859
apple,Fedora,2,750,solid state device,Apple-AW860
apple,Fedora,2,1024,HDD,Apple-AW861
apple,Fedora,2,1024,SSD,Apple-AW862
apple,Fedora,2,1024,Hardisk,Apple-AW863
apple,Fedora,2,1024,solid state device,Apple-AW864
apple,Fedora,2,1TB,HDD,Apple-AW865
apple,Fedora,2,1TB,SSD,Apple-AW866
apple,Fedora,2,1TB,Hardisk,Apple-AW867
apple,Fedora,2,1TB,solid state device,Apple-AW868
apple,Fedora,4,128,HDD,Apple-AW869
apple,Fedora,4,128,SSD,Apple-AW870
apple,Fedora,4,128,Hardisk,Apple-AW871
apple,Fedora,4,128,solid state device,Apple-AW872
apple,Fedora,4,256,HDD,Apple-AW873
apple,Fedora,4,256,SSD,Apple-AW874
apple,Fedora,4,256,Hardisk,Apple-AW875
apple,Fedora,4,256,solid state device,Apple-AW876
apple,Fedora,4,500,HDD,Apple-AW877
apple,Fedora,4,500,SSD,Apple-AW878
apple,Fedora,4,500,Hardisk,Apple-AW879
apple,Fedora,4,500,solid state device,Apple-AW880
apple,Fedora,4,512,HDD,Apple-AW881
apple,Fedora,4,512,SSD,Apple-AW882
apple,Fedora,4,512,Hardisk,Apple-AW883
apple,Fedora,4,512,solid state device,Apple-AW884
apple,Fedora,4,750,HDD,Apple-AW885
apple,Fedora,4,750,SSD,Apple-AW886
apple,Fedora,4,750,Hardisk,Apple-AW887
apple,Fedora,4,750,solid state device,Apple-AW888
apple,Fedora,4,1024,HDD,Apple-AW889
apple,Fedora,4,1024,SSD,Apple-AW890
apple,Fedora,4,1024,Hardisk,Apple-AW891
apple,Fedora,4,1024,solid state device,Apple-AW892
apple,Fedora,4,1TB,HDD,Apple-AW893
apple,Fedora,4,1TB,SSD,Apple-AW894
apple,Fedora,4,1TB,Hardisk,Apple-AW895
apple,Fedora,4,1TB,solid state device,Apple-AW896
apple,Fedora,6,128,HDD,Apple-AW897
apple,Fedora,6,128,SSD,Apple-AW898
apple,Fedora,6,128,Hardisk,Apple-AW899
apple,Fedora,6,128,solid state device,Apple-AW900
apple,Fedora,6,256,HDD,Apple-AW901
apple,Fedora,6,256,SSD,Apple-AW902
apple,Fedora,6,256,Hardisk,Apple-AW903
apple,Fedora,6,256,solid state device,Apple-AW904
apple,Fedora,6,500,HDD,Apple-AW905
apple,Fedora,6,500,SSD,Apple-AW906
apple,Fedora,6,500,Hardisk,Apple-AW907
apple,Fedora,6,500,solid state device,Apple-AW908
apple,Fedora,6,512,HDD,Apple-AW909
apple,Fedora,6,512,SSD,Apple-AW910
apple,Fedora,6,512,Hardisk,Apple-AW911
apple,Fedora,6,512,solid state device,Apple-AW912
apple,Fedora,6,750,HDD,Apple-AW913
apple,Fedora,6,750,SSD,Apple-AW914
apple,Fedora,6,750,Hardisk,Apple-AW915
apple,Fedora,6,750,solid state device,Apple-AW916
apple,Fedora,6,1024,HDD,Apple-AW917
apple,Fedora,6,1024,SSD,Apple-AW918
apple,Fedora,6,1024,Hardisk,Apple-AW919
apple,Fedora,6,1024,solid state device,Apple-AW920
apple,Fedora,6,1TB,HDD,Apple-AW921
apple,Fedora,6,1TB,SSD,Apple-AW922
apple,Fedora,6,1TB,Hardisk,Apple-AW923
apple,Fedora,6,1TB,solid state device,Apple-AW924
apple,Fedora,8,128,HDD,Apple-AW925
apple,Fedora,8,128,SSD,Apple-AW926
apple,Fedora,8,128,Hardisk,Apple-AW927
apple,Fedora,8,128,solid state device,Apple-AW928
apple,Fedora,8,256,HDD,Apple-AW929
apple,Fedora,8,256,SSD,Apple-AW930
apple,Fedora,8,256,Hardisk,Apple-AW931
apple,Fedora,8,256,solid state device,Apple-AW932
apple,Fedora,8,500,HDD,Apple-AW933
apple,Fedora,8,500,SSD,Apple-AW934
apple,Fedora,8,500,Hardisk,Apple-AW935
apple,Fedora,8,500,solid state device,Apple-AW936
apple,Fedora,8,512,HDD,Apple-AW937
apple,Fedora,8,512,SSD,Apple-AW938
apple,Fedora,8,512,Hardisk,Apple-AW939
apple,Fedora,8,512,solid state device,Apple-AW940
apple,Fedora,8,750,HDD,Apple-AW941
apple,Fedora,8,750,SSD,Apple-AW942
apple,Fedora,8,750,Hardisk,Apple-AW943
apple,Fedora,8,750,solid state device,Apple-AW944
apple,Fedora,8,1024,HDD,Apple-AW945
apple,Fedora,8,1024,SSD,Apple-AW946
apple,Fedora,8,1024,Hardisk,Apple-AW947
apple,Fedora,8,1024,solid state device,Apple-AW948
apple,Fedora,8,1TB,HDD,Apple-AW949
apple,Fedora,8,1TB,SSD,Apple-AW950
apple,Fedora,8,1TB,Hardisk,Apple-AW951
apple,Fedora,8,1TB,solid state device,Apple-AW952
apple,Fedora,12,128,HDD,Apple-AW953
apple,Fedora,12,128,SSD,Apple-AW954
apple,Fedora,12,128,Hardisk,Apple-AW955
apple,Fedora,12,128,solid state device,Apple-AW956
apple,Fedora,12,256,HDD,Apple-AW957
apple,Fedora,12,256,SSD,Apple-AW958
apple,Fedora,12,256,Hardisk,Apple-AW959
apple,Fedora,12,256,solid state device,Apple-AW960
apple,Fedora,12,500,HDD,Apple-AW961
apple,Fedora,12,500,SSD,Apple-AW962
apple,Fedora,12,500,Hardisk,Apple-AW963
apple,Fedora,12,500,solid state device,Apple-AW964
apple,Fedora,12,512,HDD,Apple-AW965
apple,Fedora,12,512,SSD,Apple-AW966
apple,Fedora,12,512,Hardisk,Apple-AW967
apple,Fedora,12,512,solid state device,Apple-AW968
apple,Fedora,12,750,HDD,Apple-AW969
apple,Fedora,12,750,SSD,Apple-AW970
apple,Fedora,12,750,Hardisk,Apple-AW971
apple,Fedora,12,750,solid state device,Apple-AW972
apple,Fedora,12,1024,HDD,Apple-AW973
apple,Fedora,12,1024,SSD,Apple-AW974
apple,Fedora,12,1024,Hardisk,Apple-AW975
apple,Fedora,12,1024,solid state device,Apple-AW976
apple,Fedora,12,1TB,HDD,Apple-AW977
apple,Fedora,12,1TB,SSD,Apple-AW978
apple,Fedora,12,1TB,Hardisk,Apple-AW979
apple,Fedora,12,1TB,solid state device,Apple-AW980
apple,Fedora,16,128,HDD,Apple-AW981
apple,Fedora,16,128,SSD,Apple-AW982
apple,Fedora,16,128,Hardisk,Apple-AW983
apple,Fedora,16,128,solid state device,Apple-AW984
apple,Fedora,16,256,HDD,Apple-AW985
apple,Fedora,16,256,SSD,Apple-AW986
apple,Fedora,16,256,Hardisk,Apple-AW987
apple,Fedora,16,256,solid state device,Apple-AW988
apple,Fedora,16,500,HDD,Apple-AW989
apple,Fedora,16,500,SSD,Apple-AW990
apple,Fedora,16,500,Hardisk,Apple-AW991
apple,Fedora,16,500,solid state device,Apple-AW992
apple,Fedora,16,512,HDD,Apple-AW993
apple,Fedora,16,512,SSD,Apple-AW994
apple,Fedora,16,512,Hardisk,Apple-AW995
apple,Fedora,16,512,solid state device,Apple-AW996
apple,Fedora,16,750,HDD,Apple-AW997
apple,Fedora,16,750,SSD,Apple-AW998
apple,Fedora,16,750,Hardisk,Apple-AW999
apple,Fedora,16,750,solid state device,Apple-AW1000
apple,Fedora,16,1024,HDD,Apple-AW1001
apple,Fedora,16,1024,SSD,Apple-AW1002
apple,Fedora,16,1024,Hardisk,Apple-AW1003
apple,Fedora,16,1024,solid state device,Apple-AW1004
apple,Fedora,16,1TB,HDD,Apple-AW1005
apple,Fedora,16,1TB,SSD,Apple-AW1006
apple,Fedora,16,1TB,Hardisk,Apple-AW1007
apple,Fedora,16,1TB,solid state device,Apple-AW1008
apple,DOS,2,128,HDD,Apple-AW1009
apple,DOS,2,128,SSD,Apple-AW1010
apple,DOS,2,128,Hardisk,Apple-AW1011
apple,DOS,2,128,solid state device,Apple-AW1012
apple,DOS,2,256,HDD,Apple-AW1013
apple,DOS,2,256,SSD,Apple-AW1014
apple,DOS,2,256,Hardisk,Apple-AW1015
apple,DOS,2,256,solid state device,Apple-AW1016
apple,DOS,2,500,HDD,Apple-AW1017
apple,DOS,2,500,SSD,Apple-AW1018
apple,DOS,2,500,Hardisk,Apple-AW1019
apple,DOS,2,500,solid state device,Apple-AW1020
apple,DOS,2,512,HDD,Apple-AW1021
apple,DOS,2,512,SSD,Apple-AW1022
apple,DOS,2,512,Hardisk,Apple-AW1023
apple,DOS,2,512,solid state device,Apple-AW1024
apple,DOS,2,750,HDD,Apple-AW1025
apple,DOS,2,750,SSD,Apple-AW1026
apple,DOS,2,750,Hardisk,Apple-AW1027
apple,DOS,2,750,solid state device,Apple-AW1028
apple,DOS,2,1024,HDD,Apple-AW1029
apple,DOS,2,1024,SSD,Apple-AW1030
apple,DOS,2,1024,Hardisk,Apple-AW1031
apple,DOS,2,1024,solid state device,Apple-AW1032
apple,DOS,2,1TB,HDD,Apple-AW1033
apple,DOS,2,1TB,SSD,Apple-AW1034
apple,DOS,2,1TB,Hardisk,Apple-AW1035
apple,DOS,2,1TB,solid state device,Apple-AW1036
apple,DOS,4,128,HDD,Apple-AW1037
apple,DOS,4,128,SSD,Apple-AW1038
apple,DOS,4,128,Hardisk,Apple-AW1039
apple,DOS,4,128,solid state device,Apple-AW1040
apple,DOS,4,256,HDD,Apple-AW1041
apple,DOS,4,256,SSD,Apple-AW1042
apple,DOS,4,256,Hardisk,Apple-AW1043
apple,DOS,4,256,solid state device,Apple-AW1044
apple,DOS,4,500,HDD,Apple-AW1045
apple,DOS,4,500,SSD,Apple-AW1046
apple,DOS,4,500,Hardisk,Apple-AW1047
apple,DOS,4,500,solid state device,Apple-AW1048
apple,DOS,4,512,HDD,Apple-AW1049
apple,DOS,4,512,SSD,Apple-AW1050
apple,DOS,4,512,Hardisk,Apple-AW1051
apple,DOS,4,512,solid state device,Apple-AW1052
apple,DOS,4,750,HDD,Apple-AW1053
apple,DOS,4,750,SSD,Apple-AW1054
apple,DOS,4,750,Hardisk,Apple-AW1055
apple,DOS,4,750,solid state device,Apple-AW1056
apple,DOS,4,1024,HDD,Apple-AW1057
apple,DOS,4,1024,SSD,Apple-AW1058
apple,DOS,4,1024,Hardisk,Apple-AW1059
apple,DOS,4,1024,solid state device,Apple-AW1060
apple,DOS,4,1TB,HDD,Apple-AW1061
apple,DOS,4,1TB,SSD,Apple-AW1062
apple,DOS,4,1TB,Hardisk,Apple-AW1063
apple,DOS,4,1TB,solid state device,Apple-AW1064
apple,DOS,6,128,HDD,Apple-AW1065
apple,DOS,6,128,SSD,Apple-AW1066
apple,DOS,6,128,Hardisk,Apple-AW1067
apple,DOS,6,128,solid state device,Apple-AW1068
apple,DOS,6,256,HDD,Apple-AW1069
apple,DOS,6,256,SSD,Apple-AW1070
apple,DOS,6,256,Hardisk,Apple-AW1071
apple,DOS,6,256,solid state device,Apple-AW1072
apple,DOS,6,500,HDD,Apple-AW1073
apple,DOS,6,500,SSD,Apple-AW1074
apple,DOS,6,500,Hardisk,Apple-AW1075
apple,DOS,6,500,solid state device,Apple-AW1076
apple,DOS,6,512,HDD,Apple-AW1077
apple,DOS,6,512,SSD,Apple-AW1078
apple,DOS,6,512,Hardisk,Apple-AW1079
apple,DOS,6,512,solid state device,Apple-AW1080
apple,DOS,6,750,HDD,Apple-AW1081
apple,DOS,6,750,SSD,Apple-AW1082
apple,DOS,6,750,Hardisk,Apple-AW1083
apple,DOS,6,750,solid state device,Apple-AW1084
apple,DOS,6,1024,HDD,Apple-AW1085
apple,DOS,6,1024,SSD,Apple-AW1086
apple,DOS,6,1024,Hardisk,Apple-AW1087
apple,DOS,6,1024,solid state device,Apple-AW1088
apple,DOS,6,1TB,HDD,Apple-AW1089
apple,DOS,6,1TB,SSD,Apple-AW1090
apple,DOS,6,1TB,Hardisk,Apple-AW1091
apple,DOS,6,1TB,solid state device,Apple-AW1092
apple,DOS,8,128,HDD,Apple-AW1093
apple,DOS,8,128,SSD,Apple-AW1094
apple,DOS,8,128,Hardisk,Apple-AW1095
apple,DOS,8,128,solid state device,Apple-AW1096
apple,DOS,8,256,HDD,Apple-AW1097
apple,DOS,8,256,SSD,Apple-AW1098
apple,DOS,8,256,Hardisk,Apple-AW1099
apple,DOS,8,256,solid state device,Apple-AW1100
apple,DOS,8,500,HDD,Apple-AW1101
apple,DOS,8,500,SSD,Apple-AW1102
apple,DOS,8,500,Hardisk,Apple-AW1103
apple,DOS,8,500,solid state device,Apple-AW1104
apple,DOS,8,512,HDD,Apple-AW1105
apple,DOS,8,512,SSD,Apple-AW1106
apple,DOS,8,512,Hardisk,Apple-AW1107
apple,DOS,8,512,solid state device,Apple-AW1108
apple,DOS,8,750,HDD,Apple-AW1109
apple,DOS,8,750,SSD,Apple-AW1110
apple,DOS,8,750,Hardisk,Apple-AW1111
apple,DOS,8,750,solid state device,Apple-AW1112
apple,DOS,8,1024,HDD,Apple-AW1113
apple,DOS,8,1024,SSD,Apple-AW1114
apple,DOS,8,1024,Hardisk,Apple-AW1115
apple,DOS,8,1024,solid state device,Apple-AW1116
apple,DOS,8,1TB,HDD,Apple-AW1117
apple,DOS,8,1TB,SSD,Apple-AW1118
apple,DOS,8,1TB,Hardisk,Apple-AW1119
apple,DOS,8,1TB,solid state device,Apple-AW1120
apple,DOS,12,128,HDD,Apple-AW1121
apple,DOS,12,128,SSD,Apple-AW1122
apple,DOS,12,128,Hardisk,Apple-AW1123
apple,DOS,12,128,solid state device,Apple-AW1124
apple,DOS,12,256,HDD,Apple-AW1125
apple,DOS,12,256,SSD,Apple-AW1126
apple,DOS,12,256,Hardisk,Apple-AW1127
apple,DOS,12,256,solid state device,Apple-AW1128
apple,DOS,12,500,HDD,Apple-AW1129
apple,DOS,12,500,SSD,Apple-AW1130
apple,DOS,12,500,Hardisk,Apple-AW1131
apple,DOS,12,500,solid state device,Apple-AW1132
apple,DOS,12,512,HDD,Apple-AW1133
apple,DOS,12,512,SSD,Apple-AW1134
apple,DOS,12,512,Hardisk,Apple-AW1135
apple,DOS,12,512,solid state device,Apple-AW1136
apple,DOS,12,750,HDD,Apple-AW1137
apple,DOS,12,750,SSD,Apple-AW1138
apple,DOS,12,750,Hardisk,Apple-AW1139
apple,DOS,12,750,solid state device,Apple-AW1140
apple,DOS,12,1024,HDD,Apple-AW1141
apple,DOS,12,1024,SSD,Apple-AW1142
apple,DOS,12,1024,Hardisk,Apple-AW1143
apple,DOS,12,1024,solid state device,Apple-AW1144
apple,DOS,12,1TB,HDD,Apple-AW1145
apple,DOS,12,1TB,SSD,Apple-AW1146
apple,DOS,12,1TB,Hardisk,Apple-AW1147
apple,DOS,12,1TB,solid state device,Apple-AW1148
apple,DOS,16,128,HDD,Apple-AW1149
apple,DOS,16,128,SSD,Apple-AW1150
apple,DOS,16,128,Hardisk,Apple-AW1151
apple,DOS,16,128,solid state device,Apple-AW1152
apple,DOS,16,256,HDD,Apple-AW1153
apple,DOS,16,256,SSD,Apple-AW1154
apple,DOS,16,256,Hardisk,Apple-AW1155
apple,DOS,16,256,solid state device,Apple-AW1156
apple,DOS,16,500,HDD,Apple-AW1157
apple,DOS,16,500,SSD,Apple-AW1158
apple,DOS,16,500,Hardisk,Apple-AW1159
apple,DOS,16,500,solid state device,Apple-AW1160
apple,DOS,16,512,HDD,Apple-AW1161
apple,DOS,16,512,SSD,Apple-AW1162
apple,DOS,16,512,Hardisk,Apple-AW1163
apple,DOS,16,512,solid state device,Apple-AW1164
apple,DOS,16,750,HDD,Apple-AW1165
apple,DOS,16,750,SSD,Apple-AW1166
apple,DOS,16,750,Hardisk,Apple-AW1167
apple,DOS,16,750,solid state device,Apple-AW1168
apple,DOS,16,1024,HDD,Apple-AW1169
apple,DOS,16,1024,SSD,Apple-AW1170
apple,DOS,16,1024,Hardisk,Apple-AW1171
apple,DOS,16,1024,solid state device,Apple-AW1172
apple,DOS,16,1TB,HDD,Apple-AW1173
apple,DOS,16,1TB,SSD,Apple-AW1174
apple,DOS,16,1TB,Hardisk,Apple-AW1175
apple,DOS,16,1TB,solid state device,Apple-AW1176
apple,Linux,2,128,HDD,Apple-AW1177
apple,Linux,2,128,SSD,Apple-AW1178
apple,Linux,2,128,Hardisk,Apple-AW1179
apple,Linux,2,128,solid state device,Apple-AW1180
apple,Linux,2,256,HDD,Apple-AW1181
apple,Linux,2,256,SSD,Apple-AW1182
apple,Linux,2,256,Hardisk,Apple-AW1183
apple,Linux,2,256,solid state device,Apple-AW1184
apple,Linux,2,500,HDD,Apple-AW1185
apple,Linux,2,500,SSD,Apple-AW1186
apple,Linux,2,500,Hardisk,Apple-AW1187
apple,Linux,2,500,solid state device,Apple-AW1188
apple,Linux,2,512,HDD,Apple-AW1189
apple,Linux,2,512,SSD,Apple-AW1190
